,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens,keyatm_label,Accuracy
24266,B00009WC69,Cerama Bryte Ceramic Cooktop Cleaner 28 Oz,A2KWNWGVUN7Z35,0/0,5.0,1280793600,"I bought some glass cooktop cleaner from Wal-mart,I gave it away when my husband bought me this and i tried it. It works great with very little effort on my part.If you have a glass cooktop you need this.I am always going to keep one on hand..",health personal care,household supplies,household cleaning,47,health personal care,True
15780,B000K1WS3G,Teafco Fydo Action Water Resistant Dog Collar,A2U2JLTAX69MAZ,0/0,5.0,1225411200,"If your dog has 'stinky collar syndrome', this is the answer! Our dog, a six year old Golden, had smelled so bad for so long that we thought it was her. It turned out to be her collars after they had gotten wet from her frequent swims. This is the only collar we've ever tried that after two months and many swims later, has no smell whatsoever! The collar is holding up perfectly and the functionality of the 'Fido' tag doesn't concern me. Unfortunately, there is a definite glitch with sizing on these collars. For some reason, there are gaps between the sizes. When our dog's 16 1/2"" neck size wasn't covered in their sizing chart, Teafco's customer service suggested ordering a large and it wasn't even close to fitting. So we ordered a medium and it barely fit. Get past the sizing issue and this is a great collar!",pet supplies,dogs,collars,150,pet supplies,True
36692,B0009ZBKG4,Premier Easy Walk Harness,A296LKJI1MJMZO,0/0,5.0,1331683200,Purchased this product for my 75pound GoldenDoodle who is an absolutely spectacular dog except for the fact that he LOVES to pull on the leash...making walks a real chore. Well this thing is like magic. We went for a walk and I had to stare into Frodo's eyes a couple of times to make sure this was the same dog. Thank you!,pet supplies,dogs,collars,62,pet supplies,True
30934,B000GLRREU,Waterpik Ultra Water Flosser,A1G8LKQUFLJLJH,1/1,4.0,1311292800,I got this on the advice/recommendation of my dental hygienist. Time will be the ultimate arbiter. It is supposed aid with my gums.Everything has worked correctly and hopefully I will have long life out of it.,health personal care,personal care,oral hygiene,36,health personal care,True
23291,B000JT3K8Q,Recorder (Red),A1AHZIF82RB2UX,0/0,5.0,1274313600,I purchased this recorder for my 9 year old daughter to use in her school. After taking it to school a lot of her friends wanted one. The colors are great and the quality of the recorder is perfect. She has dropped it a few times and the paint has not chipped. It is a two piece which makes it very easy to clean. We have had the recoder for about 5 weeks and is in good condition. The sound is clean and clear. A lot of wooden recorders are a bit too pricey. I am looking foward to buying a few more to give as gifts. I absolutely love it!,toys games,baby toddler toys,music sound,111,health personal care,False
29877,B00028MMWE,Natural Factors Natural Fruit Chew Jungle Juice,AW0H2C3S8NPF8,0/0,5.0,1306800000,"This is my favorite vitamin c.Very tasty, so i can enjoy it, which is very important for me. I usually do not like to have vitamins and often have to thraw them away because they are expired. But this one... i buy for myself and for others as a gift. I recomend it to my family and friends.",health personal care,nutrition wellness,vitamins supplements,58,grocery gourmet food,False
22608,B000A6UF4U,Gamma2 Vittles Vault Plus for Pet Food Storage,A8YYMBXZN2SEZ,3/3,5.0,1269561600,I purchased this container after I bought the larger one [80 pounds] for his food. This was bought to house all of his treats and keep them safe from any and all animal teeth. I stack it on top of his larger container instead of having the bags on the top shelf on my rack in the kitchen. I had a mouse who feasted on the treats daily. Now it's dead from starvation. The lid is perfect and so is the size. I recommend this to all animal lovers and pet owners the world over. Worth every penny. Thanks Amazon.Com!,pet supplies,cats,feeding watering supplies,100,pet supplies,True
19941,B000BNQC58,Cloud b Twilight Constellation Night Light,A14SRNQ2JT8WEA,7/7,5.0,1253491200,"We have had Twilight Turtle and Twilight Ladybug. My favorite for the kids is Twilight Turtle. The lights in it are amber, blue and green, which are more soothing for them I think. Instead of amber, Twilight Ladybug has red and this color I find very annoying/bright to my eyes. Every time I try to use Twilight Ladybug to get them to sleep they stay awake longer. We have regular height ceilings and the lights from Twilight Turtle have no problem reaching the ceiling and walls, even from our floor, which the kids love. This may sound silly, but I enjoyed Twilight Turtle as a wonderful night light for breast feeding at night when the kids were babies. The stars were soothing and quiet and did not seem to bother them at all like some lights I tried.",baby products,gifts,unknown,138,toys games,False
25985,B000I68IGO,Perfect Pet Tubby Kat Cat Door with 4 Way Lock And LEXAN Flap,A13VASX4XX8ODS,1/1,5.0,1290124800,"When this door first went in, the cats didn't know what to do, butonce they figured out that it spelled inside/outside freedom for them, they were thrilled. They want the flap stablized in the open position- don't like it being shut so they have to push it.They'll learn. It's a winner around here.",pet supplies,cats,cat flaps,53,baby products,False
7520,B0000E262S,BbSounds Angelcare Movement Sensor w. Sound Monitor w. Two Parents' Units,AFXY2C7CQEP1C,0/0,5.0,1165363200,"LOVE, LOVE, LOVE this monitor. Our little boy is a tummy sleeper...I know its not recommended but as all new parents know when they sleep everyone is happy. I was going crazy checking on him every 10 minutes or so...but now life is good...and I am able to enjoy being a parent so much more! The Angelcare monitor has been such a life saver! It is such a relief knowing that the alarm will sound if there is NO movement detected...and it has sounded...but only because my son scoots when he sleeps and sometimes he ends up in the corner of his crib where the monitor can not detect any motion. This device has allowed my husband and I to get a good nights sleep...and more importantly it keeps our little boy safe!",baby products,safety,monitors,133,baby products,True
1086,B0000663PV,Sweet Magic Kitchen,unknown,25/33,1.0,1038787200,"I am so glad I took the time to read the reviews from other consumers about this kitchen. I saw the commercial for this and said ""I have to buy this for my daugther"".Money is real tight this christmas and this is an expensive item but my daugther has to have it.I added this item to my cart but before I proceeded with the order, I decided to read the reviews. I'm glad I did because it doesnt sound like it is worth the money. Those consumers should also contact the manufacturer as well and let them know that they are charging way too much money for a toy that doesnt sound like it lasts for more than a week.",toys games,dress up pretend play,pretend play,120,pet supplies,False
23422,B000NW87AK,Auric Blends Perfume Oil,A2WQ3EK7R7YHV9,1/1,5.0,1275177600,"I love this scent. It lasts a long time and I get lots of compliments on it. On me, it has a musky jasmine scent that I just adore.",beauty,fragrance,women s,29,beauty,True
26600,B000MX233M,Ambajam Mini Cuddle-Up Baby Blanket,A2BDUTHCB9GZRH,2/2,4.0,1292976000,"My 8-month-old daughter loves this lovey in the candy pink color. She has a few other styles of security blankets, but never attached to them. She loves to rub this one on her cheek. It is very soft. Don't let the idea of fleece sway you away because it is the most plush fleece I've ever touched. My only complaint is the price. I guess you get what you pay for, right?! :)",baby products,nursery,bedding,73,beauty,False
29345,B000GDDKLM,Murad Redness Therapy Correcting Moisturizer SPF 15,A2Q339CCZDIRTB,0/0,2.0,1304294400,"I've been using Murad products for about a year now and find them to be very effective in repairing my skin. I'm 52 years old and have the usual -- some age spots, a few surface wrinkles, large pores, and loss of elasticity and, of course, redness). Their redness therapy isn't as luxurious and I don't notice any change in the redness in my face. Save your money.",beauty,skin care,face,68,beauty,True
8969,B000ALB1VQ,Panasonic ES8077S Vortex Hydraclean System Electric Shaver,AANCLOQ8UR1NO,2/2,5.0,1174176000,Does a nice quick job. Had it for less than a month no problems. Takes about 1/2 of the time of my old shaver. Hav't had to use the side trimmer yet . :),health personal care,personal care,shaving hair removal,34,health personal care,True
7310,B000EG7DSM,"Glad SimplyCooking OvenWare 8x8, 3-Count Packages (Pack of 6)",AZN2IPFWZSPMR,16/16,4.0,1162684800,"These pans are a fine solution to the freezer cooking storage dilemma. They're reasonably priced enough to buy multiples, they are reusable, and they are freezer, oven and microwave safe. I simply could not find ANY other reasonable containers to fit that bill. These even stack very nicely in the freezer. The only drawback is the 'rules' for oven use. You must preheat the oven for 20 minutes before placing the ovenware in it, and the ovenware pan must be on a cookie sheet in the center of the over. Also, there can be NOTHING else in the oven with the ovenware pan, and the bottom of the pan must be covered with food. So, these are perfect for casserole-type dishes, which is mainly what I will use them for.",health personal care,household supplies,paper plastic,130,health personal care,True
4628,B000096QNK,LeapFrog Fridge Phonics Magnetic Alphabet Set - Styles May Vary,A3BK2890NU7Y8Y,0/0,4.0,1124150400,"With my girls being three years apart, they actually like this equally. The only thing I've found wrong with it is the magnet strength. This magnet is barely strongth enough to keep it from sliding down the refrigerator door. All in all, this is a good buy and I recommend it to anyone needing to practice their alphabet.",toys games,electronics for kids,electronic toys,58,health personal care,False
32377,B0006N6NDY,Estes 2178 Hi-Flier Flying Model Rocket Kit,A2YXVSVIYNOWWP,3/4,5.0,1317254400,"This rocket soared well out of sight of the naked eye to 1750 feet with a C6 engine and it was probably 6 to 8 seconds before it reappeared on its descent with the orange streamer deployed. A soccer or baseball field is not enough space to be able to recover this rocket. You will need a good 1/2 mile in all directions so maybe some country or farm land type space. Even with seemingly no detectable breeze on the ground this hi flier will drift sideways a good amount on its descent, if they used a parachute on this model it would drift sideways for miles! Also, the super ultra lightweight of the rocket coupled with the powerful C6 engine will make a perfectly vertical take off virtually impossible, so all the more reason for large launch area. The excitement and unpredictability of these rockets is the fun factor of them. My kids were more excited finally finding the rocket than the blast off aspect. For assembly, I recommend using 5 minute epoxy to attach fins, it will set stronger and faster and be easier to maintain properly aligned fins over recommended Elmer's glue. This rocket is tons of fun, but you may want to put your phone number on it to help with recovery if lost.",toys games,games,board games,218,toys games,True
20864,B00004WEXC,Darda Upside Down Overpass,A37LIU2SLAHVPE,0/1,3.0,1260230400,"After doing the research, the durability is as expected. Kids like it, but don't expect it to be the hit for much longer. Usually fix that by putting it away for a few months and then bringing it back out again.",toys games,vehicles remote control,vehicle playsets,41,toys games,True
35998,B000GHL62I,"Wellgate for Women Gel-Comfort Knee Support, 1 Size",A210RFRAG8ZI3P,1/2,1.0,1329177600,"I admit that I purchased this because I wanted something lightweight to wear under my dress slacks. This is light weight, but bulky at the same time. Even though this is a wrap support with velcro, the excess material from the one-size-fits-all creates way too much bulk behind the knee. It offers little to no support, but yet is very constricting and painful if you need to bend your knee. I was going to return it, but the shipping charges just didn't make it worth doing.",health personal care,medical supplies equipment,braces,86,baby products,False
10464,B0006I8GUC,CliC Adjustable Front Connect Reader,A3KX1POMM1TJCG,0/0,5.0,1187136000,"Where are my glasses? never again though you will not be the coolest person in the room.thus you are stuck with a dilemma. Do I see when sight is needed or squint till you find those readers. If fashion is important get fashionable glasses. If seeing is important get the clics. Simple as that.I work as a paramedic/firefighter. If I doing intubation or starting IV or reading an EKG my patients don't complain about how I look, only did I save their life. If seeing is important and you need readers this is an excellent, reliable product. If seeing and being seen is important buy a dozen cool readers and leave then everywhere.",health personal care,personal care,eye care,113,beauty,False
19168,B000EG4SY4,"Glad Handle Tie Tall Kitchen Bags, White, 13 Gallon, 50-Count Bags, (Pack of 4)",A2N2YA08WQWKKI,3/4,5.0,1247270400,"Handle Tie trash bags are the most convenient kitchen bags to use. They fit perfectly over the handles of the trash can. Time to empty, you just lift out the bag tie the handles, carry out to the garage and you're done. I bought a case because they stopped carrying them at the local store. Fantastic item!",health personal care,household supplies,paper plastic,57,baby products,False
23791,B0000206FS,UNO Stacko,A362HHSI7905CG,0/0,1.0,1277769600,"I loved the old Jenga game and Uno and thought...wow...a game that has both! After receiving it, the tiles were made out of cheap plastic and when the tower collapsed, it was extremely loud. I ended up donating it to Good Will.",toys games,games,stacking games,42,toys games,True
20770,B000EVWQZW,"The Gluten-Free Pantry Country French Bread Mix, 22-Ounce Boxes (Pack of 6)",A137CU956U8KWF,0/0,5.0,1259539200,"I've been dying to have pizza again since I recently went gluten free, so I picked this up at a local store to give it a shot.Wow, was it amazing!! This mix made the heaviest deep dish pizza I've ever seen! I haven't even been able to make a pizza crust like this with regular flour. We loaded the dough with cheese, sauce, and pepperoni, and we're still trying to finish the pizza, days later. It doesn't take exactly like ""regular"" pizza crust, but I almost can't remember the taste of ""regular"" pizza crust after eating this, it was so good!Thank you, Gluten-Free Pantry, for giving us such a great pizza crust!",grocery gourmet food,cooking baking supplies,baking mixes,112,grocery gourmet food,True
39621,B0002C7FI6,"PetSafe In-Ground Deluxe Ultralight Collar with Radio Receiver, PUL-275",A80YUMOKXX4ZG,0/0,1.0,1342742400,"Unlike our other petsafe collar, this collar emits no sound. It looks like its supposed to. Nothing happens until the shock zaps you (or the dog). Worthless since the dog is afraid to go outside now and never gets warned about the parimeter.",pet supplies,dogs,training behavior aids,43,pet supplies,True
17136,B000F6UOXC,Cat Sitter DVD,A1S9RJ3Z7170TV,0/0,4.0,1233187200,I have one very needy indoor cat. I am a very busy person and hate the fact that I'm not always around much to keep her company. My cat LOVES this DVD! I put it on just before I leave...and now she doesn't even notice I'm walking out the door...she used to lay in front of my door to block me from leaving! I put her cat tree in front of the TV and it puts her at the same height of the TV and she just sits there and paws at it...it is so cute! The only reason I didn't give it 5 stars is because I wish it had more diversity...but my baby doesn't seem to mind.,pet supplies,cats,toys,119,pet supplies,True
27463,B0000DGBI2,Rembrandt 2-Hour Whitening Kit,AQ0OADQ9EFHH,1/1,4.0,1296086400,"To start off, my teeth are not that yellow. I have my own bleaching kit made by my dentist which I normally use. But I was out of bleach, and decided to try this kit just for kicks and touch up my teeth. I was impressed by the mouth trays, that they were able to mold to your teeth. However, a real bleach tray stops at your gum-line and this one went WAY past mine. Obviously they have to make it one size fits all, but the bleach is what causes soreness on your gums. My teeth are very sensitive if I bleach too often. The sensitivity wasn't an issue until I reached the fourth session. After that it hurt, but now after 2 days, my teeth feel fine. As far as the effectiveness, I didn't think it worked well enough for me to consider using this again. My teeth were a little brighter, but it was hardly noticeable. I suppose for people with really bad stains it might be more effective. I wish that they had included one of those tooth shade guides. It would've been nice to match shades and see if it had done anything. Overall, professional bleaching is the way to go for the best results, but if you are short on cash this is a decent option.",health personal care,personal care,oral hygiene,222,health personal care,True
3519,B000284X58,InteracTV DVD System Compilation In-Pack,A3I01T2D22U46I,0/0,4.0,1104710400,"I bought this for my 3 1/2 year old daughter for Christmas. I spent hours debating between this, leap frog, leapster, etc. After I decided on InteracTV DVD, I started reading the reviews on Amazon and I became very concerned about how hard it was going to be to program into the DVD player. I almost took it back without even trying it... glad I didn't! It took all of 3 mintues to program... worked with the very first code! I was so happy!! My daughter has caught onto the game very quickly and really enjoys playing it. The only negative I would say is that she has found the 'Dora the Explorer' dvd to be a little difficult with the spanish words and all. She does enjoy the Blues Clues and Barney ones though!",toys games,electronics for kids,personal video players accessories,135,toys games,True
19726,B000BPRDCW,Pumie Toilet Bowl Ring Remover #TBR-6,AS0JS97T8862A,6/6,5.0,1252281600,"If you have hard water, you need a Pumie. No brush or chemical I've found cleans hard water stains. This is the only thing that works.",health personal care,household supplies,household cleaning,26,health personal care,True
28345,B0001MYNLY,Lentek Bark Free Dog Training Device,AQWTODTYSK0VQ,0/0,1.0,1299888000,"Junk. It does not hear the yapping pomeranian nor does it hear the booming beast dog, even on full setting. The only way I could activate it was to stomp by it, it seems to respond to the wrong frequency and amplitude. Once activated, it only peaked the pomeranians interest to bark even more.",pet supplies,dogs,training behavior aids,54,pet supplies,True
240,B0000535R2,"Skintimate Moisturizing Shave Gel, Peaches - 7 oz",unknown,0/0,4.0,957744000,This was very good. It made a nice lather for shaving my legs. I've always used soap before and will buy this product in the future. It made my legs feel soft and smooth. The peach smell was very nice. I'll recommend this product to my friends.,health personal care,personal care,shaving hair removal,47,health personal care,True
26926,B000P33UWW,Playmobil #5811 Jet Airliner Airplane,A27MRPZZJJ8MFA,0/0,4.0,1294099200,The plane was a Christmas gift. We had just got back from a flying vacation. It did not take very long to assemble and was sturdy enough for a 2 1/2 year old to play with.,toys games,action toy figures,playsets,36,toys games,True
37599,B0002DHNJG,Cat Mate Inc #221 Locking Cat Door - Large (brown),A3977M5S0GIG5H,1/1,1.0,1335139200,"This is the third pet door I've bought and installed. The previous two were metal doors and they were rock solid. This is my first plastic door. I chose it because the price was right and because it's brown, it will blend better on the dark wood door. Also, since Amazon seems to have so many for sale - and with good reviews - I figured the plastic ones had to be good enough. Now, I'm not so sure.I can't even get the two door pieces to stay on and together. Metal screws into plastic - go figure - I guess someone thought this was an indestructible design. I disagree. It's barely hanging on. My cat would knock this off in an hour.So, I'm headed to Lowe's today to buy some new screws - and hopefully this will salvage the door installation experience.The instructions are just wrong - in a few places",pet supplies,cats,cat flaps,152,pet supplies,True
32807,B000GLRREU,Waterpik Ultra Water Flosser,A281MIZ7AI5DCI,1/1,5.0,1318896000,"If you hate to floss, and you have bad gums or plaque, then this is for you. Jet spray between your teeth with warm water or mouth wash. It feels great, and is sort of addicting. Both hubby & I have been using it for about a month now and won't ever be without one again!",health personal care,personal care,oral hygiene,56,beauty,False
29917,B000CMKHDG,"Ethical Pet Wide Durable Heavy Gauge Plastic Colorful Springs Cat Toy, 10-Pack",A2WVG4Z8F19GIZ,0/0,5.0,1306972800,"My young male cat needs plenty of exercise & while he doesn't play with these by himself, he loves me throwing them. I bounce them off the ceiling & walls, throw them down the hall & he goes full speed chasing them. He makes sure I get computer breaks to play with him, so we both benefit.",pet supplies,cats,toys,57,toys games,False
3294,B0002E7MDM,Patrol Car,A1MY3QZEVLZ4N7,5/5,4.0,1101859200,"Since our 6-yr-old son's latest interest is police officers & their vehicles, we thought this car would be a winner...and it is! It is one of our son's favorite toys, and my 2-yr-old son would like for it to be his own toy. The car measures about 15 inches long. Push a button and watch the car move forward about 10 feet while stating",toys games,vehicles remote control,play vehicles,64,toys games,True
27222,B000FDDETG,"Hodgson Mill Caraway Rye Bread Mix, 16-Ounce Units (Pack of 6)",A2CKNN13Q6SAEZ,0/0,5.0,1295136000,One of the best Caraway Rye Bread Mixes I have tried. I didn't feel there was enough caraway seeds so I added additional caraway seeds. The bread was delicious.,grocery gourmet food,cooking baking supplies,baking mixes,29,grocery gourmet food,True
39831,B000EGP5DC,Apex Apex Deluxe Pill Splitter,A2DBKSVXYC15X0,0/0,5.0,1343520000,"I am not sure the differences in this one or the regular cutter but it sounded like this one was better so for a couple more dollars, I bought this one for my dad. He is having to take half/split pills right now for his back injuries so I got him this one. The price is very close to what you would pay if you went to the store so you cna get it from about either place, but I knew I was getting a good one if bought this one from looking at the reviews.This one is nice also because the door cover is not colored, being clear allows you to easily see that you have the pill centered for when you are ready to cut it in two.",health personal care,health care,pill cases splitters,130,pet supplies,False
16590,B000BUU7RU,Knight Rider K.A.R.R.,ANAYSRE3LX8GZ,4/5,5.0,1231027200,"You have got to be kidding me!? I seriously hope that person made a typing error, you could buy a real Trans-Am for that price.",toys games,hobbies,scaled model vehicles,25,grocery gourmet food,False
19089,B000BGMBYG,BioFreeze Pain Relief Gel,A3J4FLTG0UEWA6,0/0,5.0,1246665600,"I have been having problems with my elbow for about 6 months. A physical therapist told me of Biofreeze and recommended it. I am glad I bought it because it really works. When I start to have some pains, I rub it on and within minutes it begins to work. I highly recommend buying this product.",health personal care,health care,pain relievers,56,health personal care,True
34964,B000F3SE82,"Partners Wisecrackers Low Fat Crackers, Roasted Garlic Rosemary, 4-Ounce Boxes (Pack of 6)",A17JLC8FY6RNR2,0/0,5.0,1325980800,These wisecrackers are delicious alone or with cheese; we love to put humus or cheese spread on them. I eat them with soup or just by themselves for a light snack. They're deliciously different!,grocery gourmet food,snack food,crackers,34,grocery gourmet food,True
19953,B000GL4NPQ,Solvit 62313 Waterproof Bench Seat Cover for Pets,A1GXT9LWD97P7T,0/0,5.0,1253577600,"This is great for keeping your car clean, especially if your dog likes to take over the back seat. Just wish it came in other colors to match a gray interior. Bought the bucket seat cover for a previous dog, present one likes the entire back seat!",pet supplies,dogs,beds furniture,47,pet supplies,True
5956,B0009KBU96,PALADAR,unknown,2/2,3.0,1140307200,"I have purchased 2 Mag Warriors. They are very hard to put together. But once you do, there pretty cool. It took me about 20 minutes to put it together. I actually had to use a hammer! I wouldn't suggest this toy for younger children. It's more for the ages for 9-13. Overall, there an OK toy.",toys games,building toys,building sets,57,toys games,True
14320,B000PYF0SI,AeroGarden Seed Kit,A1XEL0UBC0AU7C,2/2,1.0,1214438400,"The green beans were my third or fourth seed crop from the Aerogarden folks. Had great success with the herbs, and have been trying other crops to gauge my success and interest. Sadly, the green beans I considered a bust. I got one meager handful of beans from this; no more. I'm going back to the herbs after this.One thing that is a challenge with the beans - once they flower, you have to be your own ""bee"" to get them pollinated.Bottom Line",grocery gourmet food,fresh flowers live indoor plants,live indoor plants,83,grocery gourmet food,True
15129,B000KI8XXI,"The First Years Breastflow 9-oz Bottle, 3-Pack",A3VH4U90KCFXV4,0/0,5.0,1220659200,"This is the second purchase Ive made of these bottles. The first was in June, my little great neice has had no gas, No spitting up, virtually no burping after eating. These bottles are a God Send and my neice said that she would recommend them to everyone. The only place we can get them is on Amazon or Target. Amazing!!!",baby products,feeding,breastfeeding,61,baby products,True
100,B0000205XB,"Men Are From Mars, Women Are From Venus the Game",unknown,59/63,5.0,946598400,"I'm surprised at the low ratings this game received. Perhaps other buyers are not familiar with the Men/Mars-Women/Venus line of books, with their emphasis on relationships and gender issues. This a very personal game, but in this hurried, harried, hassled world of ours, it's refreshing to step out of the rush and learn more about the people you love. Playing is easy. We play in teams, men vs women. We always do that when we get together, regardless of the game :-) A participant reads a question with 3 possible answers S/he records his/her answer. Both teams have three tokens they can use to mark what they think the answer is. You move ahead on the board according to how many tokens your team placed on the correct answer. We play our games very friendly style, so the questions become conversation starters. You might be surprised at what you learn about a friend of 20 years, or you may begin to know someone new. This is a game for 'nice' people. Manipulations, lies, and insults will ruin enjoyment. A little bit of teasing or a giggle now and then is okay. You determine how much fun you have. Loosen up. Get close in a world increasingly full of strangers. You have nothing to lose but your sense of isolation.",toys games,grown up toys,unknown,219,toys games,True
11795,B0006UF43M,Lilly Gold Sit 'n Stroll 5-in-1 Combination Car Seat/Stroller,A3FA8LXAN7BZOU,2/2,2.0,1197936000,"The whole reason I bought this because I was travelling through O'Hare from Denver-Virginia by myself with my son who was 7 months at the time. I wanted easy one-handed operated stroller that would be no trouble in/out of security, gate-check, around airport, etc. And for this purpose, it was great! However, when it came time to install it in the car, my father almost had a heart attack trying to get it strapped in. It just never felt secure. I had read other reviewers complaining it didn't seem safe, but figured we could get it to fit securely. Nope. And he was still rear facing and completley squooshed up, and he was a small baby. So, we used it once for that trip and never again. Instead, we bought a back-pack that holds his regular car seats as well as other stuff, and that works great for getting around the airport with an umbrella stroller. This car seat is a great theory and maybe since a year and a half ago, they figured out a better way to strap it in the car more safely.",baby products,car seats accessories,accessories,186,baby products,True
13916,B000MOKTB4,Lite-on-Shoulder Baby Sling,A1POD4SH35DZ3X,5/5,5.0,1211500800,"Great sling!Very comfortable! Shoulder pad really helps!!CUTE designs!Fantastic company!Completely adjustable for that perfect fit! I tried other slings without adjustable rings and they just didn't fit correctly (I'm small with a larger bust) and I wasted a lot of money.Love that the tail of this sling is sewn - you don't have to deal with all the extra fabric hanging down.I use mine mainly while traveling - works great if you have your baby in your lap for a flight - I have her in the sling and I feel much better knowing she is secured to me! Sometimes you have to modify it for this purpose-When I'm seated, I put her in the nursing position on me, in the sling, and the sling is around my waist instead of on one shoulder. Plus it doubles as a light blanket so less to carry on! I get the most compliments from flight attendants telling me what a great idea the sling is.I don't leave home without this. It's small enough to fit in the diaper bag.My daughter loves to be in it, especially the ""kangaroo carry"".",baby products,gear,backpacks carriers,186,baby products,True
8935,B00021DJIW,Balanced Foundation by NARS Cosmetics,A13LQLHPDDT4G1,0/0,5.0,1173916800,"This foundation is great. I have tried many - most recently Clinique - which was fine but for about the same cost, I am MUCH happier with this one. I apply it with a damp make-up sponge and it provides light coverage, which is what I was looking for. The color was perfect and I will definitely continue to use it.",beauty,makeup,face,61,beauty,True
2885,B00018HVIU,Transformers G1 Reissue - Rodimus Prime,A2Y09XGOYT0842,1/2,3.0,1092355200,I am collector of optimus prime transformers and I am very happy that they came out with re-issues. I am only disappointed in the packaging of Hasbro though. I know Takara and Hasbro are the ones bringing these reissues out but Takara's packaging is better than Hasbro. I wish Hasbro has done the same thing as Takara.,toys games,action toy figures,figures,57,grocery gourmet food,False
23258,B000BVE3NI,Durex - Variety Pack Tin (48 Condoms and 3 Vibrating Rings) 48/1 Count.,A1OIALEUTDMOCC,0/0,5.0,1274054400,"This is absolutly the best deal i have ever found!!!!!!!! amazing!!!! lets see here......the vibrating rings that come in the pack are 5.99 ea @ walmart. you get three. thats an $18 value already. for $14.99!!! oh by the way, $30 worth of condoms, (48 condoms @ walmart @ $6.99 for a 12 pack, x 4) FOR FREE. even adding shipping (which can be FREE if you order 2) you still save at LEAST $30! its NUTS. all the condoms included are high quality, and there is a good assortment (not any extra small or extra big like some silly variety packs). bottom line, this is the best that it gets. buy them NOW.",health personal care,sexual wellness,safer sex,114,grocery gourmet food,False
37761,B0009RNXNA,J.L. Childress Ultimate Car Seat Travel Bag,AJOMZ9XQIQPWP,0/1,3.0,1335830400,"The first time we used this Car Seat Travel Bag, we were thrilled. It made getting into the airport with our two little ones and their carseats a breeze. The second time, as I was standing in the parking lot tightening the strap, it snapped. I had to tie a knot in the strap to get into the airport. It wasn't what we needed as we were making our way to the terminal with our bags and children. It still did its job protecting our carseat and I still had hands to manage the stroller or other luggage. I didn't have anything other than the car seat in the bag. Maybe our Britax was too heavy for it, I don't know.",baby products,car seats accessories,accessories,121,baby products,True
35237,B000NW884A,Zoya Nail Polish,A2SH7OWE8QJYNC,3/3,4.0,1326585600,"Found this at Ulta after considering an online purchase of Zoya (after reading reviews). Gemma is an army green color, and in the bottle, you can see the contrast dichroic-type effect of pale purple shimmer. However, once it's on the nails, that dichro effect is lost. It simply looks like a shiny army green. I think that the difference between regular ambient light in a room (or outdoors) and the pale purple shimmer is simply not great enough to show a difference. If you're looking for army green, go for it. If you're looking for dichroic effect, keep looking.On the plus side, I did my nails last night and have spent about 10 hours typing since then, and they show no wear at all. Right now I'm using OPI's Natural Nail Base Coat and Top Coat, but I have the Zoya products on order (Ulta didn't stock those). I'm hoping the all-Zoya combo will give me a super long wear. I'll come back and report in when this one starts to show wear, and also after my first all-Zoya manicure begins to show wear. So far, I recommend!Edit. Zoya took a really long time to ship out my stuff. My Gemma manicure lasted 10 days with only minimal edge wear (which only I could see; people talking to me couldn't tell). I was bored with the color, so I went to Ulta and bought ""Sarah"" (a metallic red) and did that with Orly's ""Top 2 Bottom"" base/top coat. So far this has lasted 5 days and is not showing wear.Of course the Zoya stuff showed up the next day. So I stripped the ""Sarah"" manicure off my right hand and used the Zoya Anchor base coat, 2 coats of Sarah, and the Armor top coat. This has lasted 4 days so far (no wear). I'm really impressed with the longevity of this nail polish. I used to be an all-OPI girl, but when their stuff started chipping within a day I decided it was time to look elsewhere. Zoya is now my top stop for new nail polishes. Just wish they'd either ship faster, or that Ulta would stock 100% of their products!",beauty,makeup,nails,363,beauty,True
2182,B00008MII3,Ultimate Saturn V Rocket,A3NEM78YWY6ACX,4/5,5.0,1075420800,"This is a wonderful model of the Saturn V rocket! My son got it for Christmas, and it is his absolute favorite toy. It is very durable, and each part of the rocket is represented. The stages come apart, and the command module and lunar lander look just like the real thing! It even has a count-down and blast-off noises that are very realistic. If you have a budding astronaut, I highly recommend this toy!",toys games,learning education,science,75,toys games,True
22458,B000N5ZHNW,"Marshalls Creek Spices Herb De Provence Seasoning, 3 Ounce",A2YS0XIQ844GFF,14/14,5.0,1268524800,"Purchased this because it was cheaper than the small jars in the supermarket.The bottle is HUGE!!!! So much so that I have given baggies of these herbs to several friends and still have plenty left for myself.If I were to try to keep it and use it all myself, it would go stale before I had used 1/4 of this container.Great quality, very fragrant and fresh.",grocery gourmet food,pantry staples,herbs,66,grocery gourmet food,True
14077,B000FNR726,Range Kleen WKT4162 66-Battery organizer with Removable Tester,AXFO241GZ4BYK,0/0,5.0,1212624000,"I have so many rechargeable batteries that when I collect them out of the toys and games and other stuff for regular re-charging, this thing is filled! I love that it has a little detachable battery tester at the top. My 11-year-old frequently mixes up the old with the fully charged and now he can even use this to see which are the right ones to use. I wish it had more space for AA's but that's just a personal preference.I was easily able to find fresh batteries during our last round of big storms and power outages. The batteries are now organized and I'm not wasting time checking the dates on alkaline batteries or mixing old with new.",health personal care,household supplies,household batteries,119,health personal care,True
